time,global_total_Tg_month
2019-07-16,16.727744624192848
2019-08-16,15.663997148430827
2019-09-16,13.49541302241765
2019-10-16,14.5374586014852
2019-11-16,12.607523350214471
2019-12-16,13.478068021605187
2020-01-16,11.305032936708475
2020-02-15,12.177495388279363
2020-03-16,14.819309877241285
2020-04-16,14.220611829848947
2020-05-16,14.685452603673497
2020-06-16,15.560606840486967
2020-07-16,17.63436545225279
2020-08-16,15.65687535506835
2020-09-16,13.752087711040637
2020-10-16,12.628915248798284
2020-11-16,13.19801838595605
2020-12-16,11.916078957245198
2021-01-16,12.43978479921945
2021-02-15,9.870861386303153
2021-03-16,14.126466789694328
2021-04-16,13.497137496950623
2021-05-16,14.00684647689684
2021-06-16,14.708278681801666
2021-07-16,16.120340046569922
2021-08-16,16.701809331834898
2021-09-16,14.113307324311517
2021-10-16,13.58851894876438
2021-11-16,12.616635283527705
2021-12-16,13.085098884256135
2022-01-16,10.471153126661179
2022-02-15,10.677524224882134
2022-03-16,13.911557608944703
2022-04-16,13.847756725346981
2022-05-16,13.973817101715545
2022-06-16,14.786346134136128
2022-07-16,16.250086867889756
2022-08-16,15.16189953320686
